customer_id,name,city,age,update_date
638,Customer_638,Miami,48,2022-12-15
639,Customer_639,San Francisco,37,2020-01-07
640,Customer_640,Miami,56,2020-09-03
641,Customer_641,Los Angeles,43,2023-10-29
642,Customer_642,Miami,46,2022-07-19
643,Customer_643,New York,42,2022-11-05
644,Customer_644,San Francisco,74,2021-04-17
645,Customer_645,Los Angeles,22,2022-03-27
646,Customer_646,San Francisco,63,2022-08-01
647,Customer_647,San Francisco,36,2020-01-06
648,Customer_648,San Francisco,47,2020-12-30
649,Customer_649,San Francisco,58,2021-10-31
650,Customer_650,New York,40,2020-02-25
651,Customer_651,Los Angeles,45,2021-02-11
652,Customer_652,Seattle,46,2021-10-03
653,Customer_653,San Francisco,67,2023-07-11
654,Customer_654,New York,33,2021-09-07
655,Customer_655,Miami,42,2023-05-22
656,Customer_656,New York,62,2023-04-23
657,Customer_657,Seattle,51,2023-04-21
658,Customer_658,San Francisco,56,2020-09-03
659,Customer_659,Seattle,32,2020-07-01
660,Customer_660,Los Angeles,39,2020-04-14
661,Customer_661,New York,30,2021-06-24
662,Customer_662,Miami,75,2021-04-18
663,Customer_663,Miami,60,2020-10-29
664,Customer_664,Los Angeles,67,2022-12-08
665,Customer_665,New York,63,2022-07-21
666,Customer_666,New York,42,2020-08-20
667,Customer_667,San Francisco,41,2020-06-08
668,Customer_668,Seattle,28,2021-04-10
669,Customer_669,Seattle,62,2022-10-05
670,Customer_670,San Francisco,27,2021-09-29
671,Customer_671,Los Angeles,20,2021-08-08
672,Customer_672,Seattle,39,2022-05-26
673,Customer_673,New York,30,2021-01-29
674,Customer_674,Miami,46,2021-05-21
675,Customer_675,New York,73,2020-09-07
676,Customer_676,Miami,46,2020-08-09
677,Customer_677,Seattle,46,2020-03-09
678,Customer_678,San Francisco,69,2022-08-10
679,Customer_679,Los Angeles,46,2022-09-27
680,Customer_680,New York,37,2023-10-20
681,Customer_681,San Francisco,62,2021-05-20
682,Customer_682,Miami,26,2023-06-03
683,Customer_683,New York,49,2021-10-19
684,Customer_684,New York,44,2023-06-08
685,Customer_685,Seattle,35,2020-05-26
686,Customer_686,Miami,23,2022-01-16
687,Customer_687,Los Angeles,47,2020-12-15
688,Customer_688,Los Angeles,49,2022-12-05
689,Customer_689,San Francisco,75,2021-05-12
690,Customer_690,San Francisco,52,2023-11-27
691,Customer_691,Seattle,38,2022-07-01
692,Customer_692,Seattle,23,2021-10-06
693,Customer_693,San Francisco,35,2020-03-14
694,Customer_694,Miami,31,2022-01-11
695,Customer_695,Los Angeles,55,2022-01-04
696,Customer_696,Miami,46,2022-02-14
697,Customer_697,Miami,48,2022-10-18
698,Customer_698,New York,51,2022-06-24
699,Customer_699,Miami,22,2020-05-21
700,Customer_700,Miami,34,2023-12-28
701,Customer_701,Miami,47,2022-12-22
702,Customer_702,San Francisco,75,2021-07-12
703,Customer_703,Los Angeles,54,2020-10-18
704,Customer_704,Miami,57,2023-09-30
705,Customer_705,Los Angeles,38,2021-02-14
706,Customer_706,Seattle,27,2020-03-20
707,Customer_707,Los Angeles,67,2021-07-28
708,Customer_708,Seattle,74,2021-02-11
709,Customer_709,Los Angeles,21,2023-11-02
710,Customer_710,Miami,52,2023-01-25
711,Customer_711,Seattle,70,2021-05-09
712,Customer_712,Los Angeles,25,2020-01-26
713,Customer_713,Miami,75,2022-06-30
714,Customer_714,Los Angeles,36,2022-10-24
715,Customer_715,San Francisco,21,2023-08-24
716,Customer_716,Miami,51,2021-10-31
717,Customer_717,Los Angeles,68,2021-11-11
718,Customer_718,Los Angeles,23,2023-05-26
719,Customer_719,San Francisco,36,2023-04-13
720,Customer_720,Los Angeles,73,2022-01-19
721,Customer_721,Seattle,43,2022-05-01
722,Customer_722,Miami,23,2023-06-20
723,Customer_723,Seattle,39,2020-10-08
724,Customer_724,Los Angeles,25,2020-11-12
725,Customer_725,Miami,57,2023-10-10
726,Customer_726,Los Angeles,70,2023-10-04
727,Customer_727,New York,72,2023-07-24
728,Customer_728,San Francisco,62,2022-10-26
729,Customer_729,Los Angeles,67,2022-02-19
730,Customer_730,San Francisco,35,2020-02-23
731,Customer_731,New York,54,2022-03-10
732,Customer_732,Miami,24,2020-01-29
733,Customer_733,Los Angeles,34,2021-12-11
734,Customer_734,San Francisco,52,2023-06-27
735,Customer_735,San Francisco,45,2022-04-07
736,Customer_736,New York,32,2023-10-04
737,Customer_737,New York,70,2021-10-30
738,Customer_738,Seattle,33,2022-08-14
739,Customer_739,Seattle,55,2020-12-04
740,Customer_740,Seattle,72,2020-10-18
741,Customer_741,New York,44,2023-03-19
742,Customer_742,Miami,63,2023-09-05
743,Customer_743,Miami,23,2022-05-23
744,Customer_744,Seattle,47,2021-07-01
745,Customer_745,Miami,63,2021-02-12
746,Customer_746,New York,60,2021-02-20
747,Customer_747,Los Angeles,74,2021-08-06
748,Customer_748,Seattle,74,2023-01-18
749,Customer_749,Los Angeles,23,2022-07-15
750,Customer_750,New York,40,2023-05-11
751,Customer_751,New York,47,2022-08-17
752,Customer_752,San Francisco,48,2023-10-11
753,Customer_753,New York,36,2023-12-20
754,Customer_754,Seattle,66,2023-01-22
755,Customer_755,Los Angeles,44,2023-08-27
756,Customer_756,Miami,20,2022-12-18
757,Customer_757,New York,25,2022-03-26
758,Customer_758,New York,50,2021-01-04
759,Customer_759,New York,20,2020-05-24
760,Customer_760,Miami,54,2023-03-18
761,Customer_761,Seattle,62,2021-05-22
762,Customer_762,San Francisco,43,2021-05-18
763,Customer_763,Seattle,46,2022-07-11
764,Customer_764,San Francisco,69,2023-07-24
765,Customer_765,Miami,64,2021-06-23
766,Customer_766,Los Angeles,64,2021-10-31
767,Customer_767,Seattle,63,2021-09-04
768,Customer_768,Los Angeles,66,2022-09-09
769,Customer_769,Miami,66,2022-12-19
770,Customer_770,New York,36,2023-02-03
771,Customer_771,Miami,26,2020-01-10
772,Customer_772,New York,30,2020-09-20
773,Customer_773,Los Angeles,34,2023-03-09
774,Customer_774,New York,75,2020-04-30
775,Customer_775,Seattle,58,2023-03-05
776,Customer_776,Los Angeles,57,2021-04-27
777,Customer_777,Los Angeles,50,2023-12-27
778,Customer_778,Seattle,26,2020-11-23
779,Customer_779,New York,31,2022-08-10
780,Customer_780,San Francisco,31,2022-08-22
781,Customer_781,Los Angeles,34,2022-03-05
782,Customer_782,San Francisco,75,2022-09-23
783,Customer_783,Seattle,22,2021-10-17
784,Customer_784,New York,74,2023-08-30
785,Customer_785,San Francisco,63,2020-08-31
786,Customer_786,New York,56,2022-05-02
787,Customer_787,New York,22,2022-12-11
788,Customer_788,San Francisco,56,2021-10-25
789,Customer_789,San Francisco,20,2022-11-20
790,Customer_790,San Francisco,75,2021-07-10
791,Customer_791,Los Angeles,58,2020-08-04
792,Customer_792,Los Angeles,33,2023-05-24
793,Customer_793,Los Angeles,34,2023-12-08
794,Customer_794,Seattle,24,2021-10-09
795,Customer_795,Seattle,57,2021-11-04
796,Customer_796,Miami,30,2023-09-18
797,Customer_797,Seattle,33,2021-03-31
798,Customer_798,New York,74,2020-05-18
799,Customer_799,Seattle,43,2022-03-11
800,Customer_800,Los Angeles,44,2022-08-23
801,Customer_801,Seattle,37,2021-10-07
802,Customer_802,New York,55,2020-05-31
803,Customer_803,Seattle,32,2020-07-27
804,Customer_804,Miami,63,2020-11-21
805,Customer_805,Miami,55,2021-04-29
806,Customer_806,Los Angeles,25,2023-09-04
807,Customer_807,Miami,38,2021-10-18
808,Customer_808,Seattle,56,2020-05-29
809,Customer_809,Los Angeles,25,2021-08-22
810,Customer_810,New York,25,2022-10-08
811,Customer_811,San Francisco,37,2020-04-02
812,Customer_812,New York,71,2020-09-03
813,Customer_813,Miami,66,2020-10-19
814,Customer_814,Los Angeles,56,2022-02-27
815,Customer_815,New York,50,2021-03-15
816,Customer_816,Los Angeles,47,2023-07-12
817,Customer_817,Seattle,45,2021-04-21
818,Customer_818,Miami,60,2023-12-28
819,Customer_819,Seattle,68,2023-04-14
820,Customer_820,Seattle,71,2023-05-29
821,Customer_821,Los Angeles,32,2021-08-30
822,Customer_822,Los Angeles,26,2020-01-22
823,Customer_823,Miami,62,2022-08-16
824,Customer_824,Seattle,70,2023-11-27
825,Customer_825,Los Angeles,60,2023-09-12
826,Customer_826,Miami,74,2020-06-30
827,Customer_827,Los Angeles,47,2021-10-02
828,Customer_828,Los Angeles,70,2020-03-23
829,Customer_829,Los Angeles,56,2023-12-14
830,Customer_830,Miami,32,2020-09-07
831,Customer_831,New York,63,2021-11-07
832,Customer_832,New York,75,2021-07-13
833,Customer_833,Miami,67,2023-01-15
834,Customer_834,Seattle,72,2020-12-16
835,Customer_835,New York,29,2021-10-13
836,Customer_836,Seattle,49,2020-01-18
837,Customer_837,Seattle,66,2021-04-21
838,Customer_838,Los Angeles,71,2022-10-15
839,Customer_839,Miami,33,2023-04-26
840,Customer_840,New York,33,2021-07-17
841,Customer_841,Los Angeles,41,2022-02-09
842,Customer_842,Miami,25,2023-08-26
843,Customer_843,Miami,44,2022-03-11
844,Customer_844,Los Angeles,23,2020-02-22
845,Customer_845,San Francisco,45,2023-04-09
846,Customer_846,Seattle,35,2020-10-22
847,Customer_847,San Francisco,59,2021-10-22
848,Customer_848,Seattle,39,2022-11-23
849,Customer_849,Los Angeles,29,2020-12-09
850,Customer_850,New York,51,2021-07-10
851,Customer_851,Miami,62,2020-04-15
852,Customer_852,New York,33,2021-04-11
853,Customer_853,San Francisco,56,2020-12-17
854,Customer_854,New York,53,2023-06-25
855,Customer_855,San Francisco,57,2021-05-12
856,Customer_856,Miami,40,2023-07-13
857,Customer_857,New York,72,2020-09-20
858,Customer_858,Los Angeles,22,2020-09-04
859,Customer_859,Miami,59,2022-06-29
860,Customer_860,Seattle,52,2022-07-10
861,Customer_861,San Francisco,32,2022-07-01
862,Customer_862,Seattle,42,2023-05-25
863,Customer_863,New York,67,2023-05-22
864,Customer_864,New York,24,2021-03-05
865,Customer_865,Miami,30,2022-05-13
866,Customer_866,San Francisco,71,2022-06-14
867,Customer_867,Miami,23,2023-08-15
868,Customer_868,Miami,72,2023-01-13
869,Customer_869,Miami,26,2020-04-16
870,Customer_870,Miami,36,2020-05-01
871,Customer_871,New York,34,2023-03-08
872,Customer_872,Seattle,24,2023-10-14
873,Customer_873,Seattle,49,2021-05-13
874,Customer_874,Miami,30,2020-02-03
875,Customer_875,Seattle,27,2020-08-06
876,Customer_876,New York,75,2020-02-20
877,Customer_877,San Francisco,24,2023-03-21
878,Customer_878,New York,70,2022-01-22
879,Customer_879,Seattle,75,2023-11-18
880,Customer_880,New York,75,2022-10-01
881,Customer_881,Seattle,31,2022-04-08
882,Customer_882,San Francisco,49,2021-05-30
883,Customer_883,Seattle,31,2020-03-28
884,Customer_884,Seattle,29,2021-01-27
885,Customer_885,Miami,30,2023-07-15
886,Customer_886,San Francisco,61,2021-12-19
887,Customer_887,Miami,45,2021-11-30
888,Customer_888,New York,74,2022-01-15
889,Customer_889,Los Angeles,62,2022-06-24
890,Customer_890,Los Angeles,35,2022-08-24
891,Customer_891,Seattle,37,2022-09-29
892,Customer_892,San Francisco,26,2020-07-13
893,Customer_893,San Francisco,70,2022-04-16
894,Customer_894,San Francisco,54,2021-02-17
895,Customer_895,New York,30,2020-05-08
896,Customer_896,Seattle,31,2022-01-02
897,Customer_897,Seattle,22,2023-07-23
898,Customer_898,Miami,49,2023-11-12
899,Customer_899,Seattle,30,2023-12-04
900,Customer_900,Los Angeles,24,2020-10-04
901,Customer_901,Los Angeles,37,2020-05-11
902,Customer_902,San Francisco,56,2022-04-07
903,Customer_903,Miami,55,2022-12-10
904,Customer_904,New York,74,2023-04-07
905,Customer_905,San Francisco,38,2021-03-23
906,Customer_906,New York,35,2020-09-27
907,Customer_907,Los Angeles,52,2021-12-24
908,Customer_908,New York,62,2022-12-30
909,Customer_909,Miami,65,2021-11-14
910,Customer_910,New York,44,2022-11-06
911,Customer_911,New York,52,2020-07-31
912,Customer_912,New York,55,2020-09-10
913,Customer_913,Los Angeles,51,2020-06-12
914,Customer_914,New York,34,2021-05-04
915,Customer_915,New York,55,2022-02-05
916,Customer_916,New York,40,2022-02-05
917,Customer_917,San Francisco,70,2020-05-31
918,Customer_918,Seattle,69,2020-04-19
919,Customer_919,Los Angeles,40,2021-01-05
920,Customer_920,Los Angeles,46,2023-01-23
921,Customer_921,Los Angeles,28,2022-10-17
922,Customer_922,San Francisco,75,2023-12-27
923,Customer_923,Miami,52,2020-11-15
924,Customer_924,Miami,59,2023-01-04
925,Customer_925,San Francisco,30,2022-08-19
926,Customer_926,New York,56,2022-06-24
927,Customer_927,Los Angeles,32,2023-01-05
928,Customer_928,San Francisco,69,2020-04-19
929,Customer_929,San Francisco,41,2023-08-19
930,Customer_930,Miami,32,2022-06-27
931,Customer_931,San Francisco,62,2020-11-26
932,Customer_932,Los Angeles,52,2022-04-12
933,Customer_933,Seattle,62,2022-04-19
934,Customer_934,New York,44,2023-12-17
935,Customer_935,Seattle,49,2023-10-29
936,Customer_936,San Francisco,49,2021-12-28
937,Customer_937,Seattle,33,2022-02-26
938,Customer_938,Los Angeles,20,2023-09-26
939,Customer_939,Miami,32,2021-01-17
940,Customer_940,Los Angeles,29,2023-08-22
941,Customer_941,San Francisco,62,2022-07-10
942,Customer_942,New York,56,2022-10-06
943,Customer_943,Los Angeles,61,2023-07-21
944,Customer_944,Seattle,35,2023-09-07
945,Customer_945,San Francisco,68,2023-01-18
946,Customer_946,New York,56,2022-03-07
947,Customer_947,Miami,22,2021-04-25
948,Customer_948,Miami,49,2022-04-06
949,Customer_949,New York,62,2023-12-15
950,Customer_950,San Francisco,38,2023-06-09
951,Customer_951,New York,34,2023-11-23
952,Customer_952,Seattle,37,2022-05-27
953,Customer_953,Miami,68,2020-10-26
954,Customer_954,Seattle,40,2021-12-25
955,Customer_955,San Francisco,63,2023-11-10
956,Customer_956,San Francisco,45,2020-12-02
957,Customer_957,San Francisco,28,2022-11-11
958,Customer_958,Miami,67,2023-02-10
959,Customer_959,Seattle,33,2020-11-21
960,Customer_960,New York,58,2022-04-04
961,Customer_961,San Francisco,25,2021-12-21
962,Customer_962,New York,21,2021-09-16
963,Customer_963,Seattle,51,2023-01-27
964,Customer_964,Seattle,55,2021-12-02
965,Customer_965,San Francisco,55,2021-07-05
966,Customer_966,San Francisco,29,2020-04-27
967,Customer_967,Seattle,50,2021-04-16
968,Customer_968,New York,71,2021-07-05
969,Customer_969,Seattle,54,2023-08-16
970,Customer_970,Miami,74,2021-05-11
971,Customer_971,Seattle,45,2022-02-04
972,Customer_972,New York,59,2020-09-10
973,Customer_973,San Francisco,54,2022-06-09
974,Customer_974,Miami,25,2021-01-06
975,Customer_975,Los Angeles,25,2021-12-16
976,Customer_976,Miami,51,2021-07-11
977,Customer_977,Los Angeles,30,2020-01-22
978,Customer_978,New York,26,2022-04-06
979,Customer_979,Seattle,55,2020-10-11
980,Customer_980,Seattle,64,2022-11-30
981,Customer_981,San Francisco,71,2023-08-21
982,Customer_982,San Francisco,21,2023-08-15
983,Customer_983,San Francisco,41,2021-07-07
984,Customer_984,New York,25,2023-01-12
985,Customer_985,San Francisco,43,2020-02-28
986,Customer_986,Los Angeles,25,2022-05-14
987,Customer_987,Los Angeles,72,2023-12-13
988,Customer_988,Miami,48,2023-03-04
989,Customer_989,San Francisco,41,2023-05-14
990,Customer_990,Los Angeles,65,2022-01-11
991,Customer_991,San Francisco,65,2022-09-07
992,Customer_992,Los Angeles,34,2021-12-22
993,Customer_993,Miami,71,2023-10-24
994,Customer_994,New York,27,2021-02-11
995,Customer_995,San Francisco,56,2022-12-21
996,Customer_996,New York,62,2022-08-19
997,Customer_997,New York,45,2023-01-03
998,Customer_998,New York,58,2021-09-16
999,Customer_999,San Francisco,35,2023-09-27
1000,Customer_1000,Seattle,20,2020-06-17
1001,Customer_1001,Los Angeles,30,2021-03-11
1002,Customer_1002,New York,32,2021-07-30
1003,Customer_1003,Los Angeles,24,2020-01-04
1004,Customer_1004,Seattle,62,2020-05-07
1005,Customer_1005,San Francisco,43,2020-06-10
1006,Customer_1006,Seattle,66,2021-06-27
1007,Customer_1007,Seattle,73,2022-11-03
1008,Customer_1008,San Francisco,43,2020-06-10
1009,Customer_1009,New York,34,2021-01-18
1010,Customer_1010,Miami,30,2020-02-11
1011,Customer_1011,Los Angeles,41,2020-09-19
1012,Customer_1012,San Francisco,53,2022-02-27
1013,Customer_1013,San Francisco,53,2023-08-24
1014,Customer_1014,Miami,28,2020-01-18
1015,Customer_1015,San Francisco,47,2023-09-22
1016,Customer_1016,San Francisco,32,2021-01-19
1017,Customer_1017,Los Angeles,61,2023-11-09
1018,Customer_1018,Los Angeles,41,2022-06-08
1019,Customer_1019,Miami,49,2023-08-03
1020,Customer_1020,San Francisco,75,2023-08-16
1021,Customer_1021,Seattle,52,2020-01-22
1022,Customer_1022,Los Angeles,56,2022-01-20
1023,Customer_1023,Miami,61,2023-04-17
1024,Customer_1024,New York,37,2021-07-27
1025,Customer_1025,Los Angeles,27,2020-07-23
1026,Customer_1026,Los Angeles,39,2022-08-02
1027,Customer_1027,San Francisco,32,2023-10-07
1028,Customer_1028,Seattle,75,2023-08-12
1029,Customer_1029,San Francisco,30,2021-04-01
1030,Customer_1030,New York,70,2023-01-03
1031,Customer_1031,Seattle,39,2023-08-22
1032,Customer_1032,Seattle,45,2020-10-09
1033,Customer_1033,Seattle,73,2020-09-11
1034,Customer_1034,New York,72,2023-07-07
1035,Customer_1035,San Francisco,47,2022-11-03
1036,Customer_1036,Los Angeles,74,2023-03-30
1037,Customer_1037,New York,73,2020-07-09
1038,Customer_1038,Los Angeles,53,2022-09-04
1039,Customer_1039,Los Angeles,36,2020-02-07
1040,Customer_1040,San Francisco,65,2020-01-31
1041,Customer_1041,San Francisco,71,2023-08-24
1042,Customer_1042,San Francisco,54,2021-11-18
1043,Customer_1043,New York,53,2022-01-05
1044,Customer_1044,New York,38,2021-04-24
1045,Customer_1045,New York,40,2023-11-05
1046,Customer_1046,New York,28,2020-07-18
1047,Customer_1047,Miami,74,2020-07-23
1048,Customer_1048,Miami,69,2020-12-08
1049,Customer_1049,Seattle,24,2023-12-21
1050,Customer_1050,San Francisco,24,2023-06-22
1051,Customer_1051,Miami,63,2022-02-14
1052,Customer_1052,Miami,38,2023-04-17
1053,Customer_1053,Miami,65,2022-04-18
1054,Customer_1054,San Francisco,24,2022-08-09
1055,Customer_1055,New York,73,2023-01-25
1056,Customer_1056,Los Angeles,54,2022-02-20
1057,Customer_1057,New York,39,2021-10-17
1058,Customer_1058,Los Angeles,20,2023-08-01
1059,Customer_1059,Los Angeles,74,2020-01-25
1060,Customer_1060,Los Angeles,60,2020-07-13
1061,Customer_1061,Seattle,62,2020-11-25
1062,Customer_1062,San Francisco,26,2020-06-17
1063,Customer_1063,Los Angeles,20,2020-10-09
1064,Customer_1064,Los Angeles,73,2022-11-02
1065,Customer_1065,Seattle,72,2023-05-25
1066,Customer_1066,Miami,57,2023-01-02
1067,Customer_1067,Miami,41,2022-09-29
1068,Customer_1068,Miami,28,2020-05-17
1069,Customer_1069,Los Angeles,36,2023-06-13
1070,Customer_1070,Los Angeles,44,2023-07-29
1071,Customer_1071,Los Angeles,27,2021-09-30
1072,Customer_1072,New York,73,2020-01-06
1073,Customer_1073,Los Angeles,56,2020-08-20
1074,Customer_1074,Seattle,57,2021-11-30
1075,Customer_1075,Miami,22,2023-07-11
1076,Customer_1076,New York,61,2022-11-07
1077,Customer_1077,New York,41,2023-04-30
1078,Customer_1078,San Francisco,44,2021-12-28
1079,Customer_1079,San Francisco,34,2020-04-08
1080,Customer_1080,Los Angeles,30,2022-02-27
1081,Customer_1081,Seattle,32,2023-11-27
1082,Customer_1082,New York,56,2020-07-30
1083,Customer_1083,San Francisco,68,2021-06-10
1084,Customer_1084,Miami,75,2020-10-09
1085,Customer_1085,Seattle,69,2020-10-31
1086,Customer_1086,New York,38,2022-02-26
1087,Customer_1087,Miami,56,2022-10-04
1088,Customer_1088,San Francisco,31,2021-09-12
1089,Customer_1089,New York,27,2022-05-10
1090,Customer_1090,San Francisco,38,2023-03-18
1091,Customer_1091,New York,49,2021-05-12
1092,Customer_1092,Seattle,43,2020-06-23
1093,Customer_1093,Miami,62,2020-09-30
1094,Customer_1094,New York,30,2021-08-29
1095,Customer_1095,Seattle,60,2022-02-25
1096,Customer_1096,Seattle,31,2022-09-17
1097,Customer_1097,San Francisco,64,2021-08-26
1098,Customer_1098,New York,52,2023-07-30
1099,Customer_1099,New York,26,2021-03-28
1100,Customer_1100,New York,52,2021-02-04
